clave_medicamento,establecimiento_salud,unidad_almacen,corte,nombre_medicamento,unidad_medida,corte_anio,corte_mes,consumo_arv_mensual,numero_pacientes
010.000.4273.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,Abacavir Tableta,tableta,2024,Diciembre 25,0.0,0
010.000.6203.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,"Bictegravir 50 Mg, Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",envase,2024,Diciembre 25,0.0,0
010.000.5860.01,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,Darunavir 400 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4289.01,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,Darunavir 600 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5861.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,Darunavir 75 Mg,comprimidos,2024,Diciembre 25,0.0,0
010.000.6098.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,"Darunavir 800 Mg, Cobicistat 150 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.6318.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,Dolutegravir 10 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.6010.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,Dolutegravir 50 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.6108.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,"Dolutegravir 50 Mg, Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.7026.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,"Dolutegravir 50 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.7106.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,Dolutegravir 5Mg Tableta Dispersable,tableta,2024,Diciembre 25,0.0,0
010.000.6320.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,Doravirina 100 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4370.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,Efavirenz 600 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5640.01,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,"Efavirenz 600 Mg, Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,Diciembre 25,0.0,0
010.000.6162.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Alafenamida 10 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.6163.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",tabletas,2024,Diciembre 25,0.0,0
010.000.4396.01,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,Diciembre 25,0.0,0
010.000.4269.01,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,Enfuvirtida 108 Mg,caja,2024,Diciembre 25,0.0,0
010.000.6074.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,Etravirina 200 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5282.01,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,Lamivudina 150 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4268.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.4271.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,Lamivudina Solucion,suspension,2024,Diciembre 25,0.0,0
010.000.5286.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,"Lopinavir 100 Mg, Ritonavir 25 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.5288.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,"Lopinavir 200 Mg, Ritonavir 50 Mg",capsulas,2024,Diciembre 25,0.0,0
010.000.5276.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,"Lopinavir 8.0 G, Ritonavir 2.0 G - Solucion",ml,2024,Diciembre 25,0.0,0
010.000.5324.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,Maraviroc 150 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5325.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,Maraviroc 300 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5259.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,Nevirapina Suspension,suspension,2024,Diciembre 25,0.0,0
010.000.5280.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,Raltegravir 400 Mg,comprimidos,2024,Diciembre 25,0.0,0
010.000.5281.01,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,Ritonavir 100 Mg (Tabletas),tabletas,2024,Diciembre 25,0.0,0
010.000.4277.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,Tenofovir 300 Mg,capsulas,2024,Diciembre 25,0.0,0
010.000.5273.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,Zidovudina Solucion,suspension,2024,Diciembre 25,0.0,0
010.000.6121.00,Jalisco,Hospital Dr. Angel Leaño,2024-12-25 00:00:00-06,Zidovudina Solución Inyectable 200 Mg,solución inyectable,2024,Diciembre 25,0.0,0
010.000.4371.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,"Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,22.0,22
010.000.4272.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Abacavir Solucion,ml,2024,Diciembre 25,0.0,0
010.000.4273.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Abacavir Tableta,tableta,2024,Diciembre 25,5.0,5
010.000.6203.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,"Bictegravir 50 Mg, Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",envase,2024,Diciembre 25,2410.0,2401
010.000.5862.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Darunavir 150 Mg,comprimidos,2024,Diciembre 25,0.0,0
010.000.5860.01,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Darunavir 400 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4289.01,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Darunavir 600 Mg,tableta,2024,Diciembre 25,7.0,7
010.000.5861.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Darunavir 75 Mg,comprimidos,2024,Diciembre 25,0.0,0
010.000.6098.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,"Darunavir 800 Mg, Cobicistat 150 Mg",tableta,2024,Diciembre 25,88.0,88
010.000.6318.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Dolutegravir 10 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.6010.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Dolutegravir 50 Mg,tableta,2024,Diciembre 25,323.0,314
010.000.6108.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,"Dolutegravir 50 Mg, Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,84.0,84
010.000.7026.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,"Dolutegravir 50 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,14.0,14
010.000.7106.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Dolutegravir 5Mg Tableta Dispersable,tableta,2024,Diciembre 25,0.0,0
010.000.6320.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Doravirina 100 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4370.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Efavirenz 600 Mg,tableta,2024,Diciembre 25,11.0,11
010.000.5640.01,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,"Efavirenz 600 Mg, Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,Diciembre 25,35.0,35
010.000.6162.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Alafenamida 10 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.6163.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",tabletas,2024,Diciembre 25,0.0,0
010.000.4396.01,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,Diciembre 25,308.0,308
010.000.4269.01,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Enfuvirtida 108 Mg,caja,2024,Diciembre 25,0.0,0
010.000.6074.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Etravirina 200 Mg,tableta,2024,Diciembre 25,8.0,8
010.000.5282.01,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Lamivudina 150 Mg,tableta,2024,Diciembre 25,11.0,11
010.000.4268.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,Diciembre 25,6.0,6
010.000.4271.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Lamivudina Solucion,suspension,2024,Diciembre 25,0.0,0
010.000.5286.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,"Lopinavir 100 Mg, Ritonavir 25 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.5288.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,"Lopinavir 200 Mg, Ritonavir 50 Mg",capsulas,2024,Diciembre 25,4.0,4
010.000.5276.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,"Lopinavir 8.0 G, Ritonavir 2.0 G - Solucion",ml,2024,Diciembre 25,0.0,0
010.000.5324.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Maraviroc 150 Mg,tableta,2024,Diciembre 25,7.0,7
010.000.5325.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Maraviroc 300 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5259.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Nevirapina Suspension,suspension,2024,Diciembre 25,0.0,0
010.000.5280.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Raltegravir 400 Mg,comprimidos,2024,Diciembre 25,20.0,20
010.000.5281.01,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Ritonavir 100 Mg (Tabletas),tabletas,2024,Diciembre 25,18.0,18
010.000.4277.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Tenofovir 300 Mg,capsulas,2024,Diciembre 25,15.0,15
010.000.5273.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Zidovudina Solucion,suspension,2024,Diciembre 25,0.0,0
010.000.6121.00,Jalisco,Hospital General de Occidente Zapopan (Vih Adultos),2024-12-25 00:00:00-06,Zidovudina Solución Inyectable 200 Mg,solución inyectable,2024,Diciembre 25,1.0,1
010.000.4371.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,"Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,6.0,6
010.000.5324.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Maraviroc 150 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4272.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Abacavir Solucion,ml,2024,Diciembre 25,0.0,0
010.000.4273.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Abacavir Tableta,tableta,2024,Diciembre 25,0.0,0
010.000.6203.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,"Bictegravir 50 Mg, Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",envase,2024,Diciembre 25,5.0,5
010.000.5862.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Darunavir 150 Mg,comprimidos,2024,Diciembre 25,0.0,0
010.000.5860.01,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Darunavir 400 Mg,tableta,2024,Diciembre 25,2.0,2
010.000.4289.01,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Darunavir 600 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5861.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Darunavir 75 Mg,comprimidos,2024,Diciembre 25,0.0,0
010.000.6098.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,"Darunavir 800 Mg, Cobicistat 150 Mg",tableta,2024,Diciembre 25,1.0,1
010.000.6318.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Dolutegravir 10 Mg,tableta,2024,Diciembre 25,1.0,1
010.000.6010.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Dolutegravir 50 Mg,tableta,2024,Diciembre 25,11.0,11
010.000.6108.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,"Dolutegravir 50 Mg, Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,7.0,7
010.000.7026.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,"Dolutegravir 50 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.7106.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Dolutegravir 5Mg Tableta Dispersable,tableta,2024,Diciembre 25,4.0,4
010.000.6320.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Doravirina 100 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4370.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Efavirenz 600 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5640.01,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,"Efavirenz 600 Mg, Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,Diciembre 25,0.0,0
010.000.6162.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Alafenamida 10 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.6163.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",tabletas,2024,Diciembre 25,0.0,0
010.000.4396.01,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,Diciembre 25,3.0,3
010.000.4269.01,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Enfuvirtida 108 Mg,caja,2024,Diciembre 25,0.0,0
010.000.6074.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Etravirina 200 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5282.01,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Lamivudina 150 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4268.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,Diciembre 25,3.0,3
010.000.4271.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Lamivudina Solucion,suspension,2024,Diciembre 25,12.0,12
010.000.5286.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,"Lopinavir 100 Mg, Ritonavir 25 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.5288.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,"Lopinavir 200 Mg, Ritonavir 50 Mg",capsulas,2024,Diciembre 25,1.0,1
010.000.5276.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,"Lopinavir 8.0 G, Ritonavir 2.0 G - Solucion",ml,2024,Diciembre 25,5.0,5
010.000.5324.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Maraviroc 150 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5325.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Maraviroc 300 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5259.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Nevirapina Suspension,suspension,2024,Diciembre 25,0.0,0
010.000.5280.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Raltegravir 400 Mg,comprimidos,2024,Diciembre 25,0.0,0
010.000.5281.01,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Ritonavir 100 Mg (Tabletas),tabletas,2024,Diciembre 25,3.0,3
010.000.4277.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Tenofovir 300 Mg,capsulas,2024,Diciembre 25,0.0,0
010.000.5273.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Zidovudina Solucion,suspension,2024,Diciembre 25,12.0,12
010.000.6121.00,Jalisco,Hospital General de Occidente Zapopan (Vih Infectología Pediatría),2024-12-25 00:00:00-06,Zidovudina Solución Inyectable 200 Mg,solución inyectable,2024,Diciembre 25,0.0,0
010.000.4371.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,"Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.4272.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Abacavir Solucion,ml,2024,Diciembre 25,0.0,0
010.000.4273.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Abacavir Tableta,tableta,2024,Diciembre 25,0.0,0
010.000.6203.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,"Bictegravir 50 Mg, Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",envase,2024,Diciembre 25,286.0,284
010.000.5862.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Darunavir 150 Mg,comprimidos,2024,Diciembre 25,0.0,0
010.000.5860.01,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Darunavir 400 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4289.01,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Darunavir 600 Mg,tableta,2024,Diciembre 25,1.0,1
010.000.5861.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Darunavir 75 Mg,comprimidos,2024,Diciembre 25,0.0,0
010.000.6098.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,"Darunavir 800 Mg, Cobicistat 150 Mg",tableta,2024,Diciembre 25,14.0,14
010.000.6318.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Dolutegravir 10 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.6010.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Dolutegravir 50 Mg,tableta,2024,Diciembre 25,7.0,6
010.000.6108.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,"Dolutegravir 50 Mg, Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,2.0,2
010.000.7026.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,"Dolutegravir 50 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.7106.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Dolutegravir 5Mg Tableta Dispersable,tableta,2024,Diciembre 25,0.0,0
010.000.6320.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Doravirina 100 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4370.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Efavirenz 600 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5640.01,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,"Efavirenz 600 Mg, Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,Diciembre 25,9.0,9
010.000.6162.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Alafenamida 10 Mg",tableta,2024,Diciembre 25,1.0,1
010.000.6163.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",tabletas,2024,Diciembre 25,0.0,0
010.000.4396.01,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,"Emtricitabina 200 Mg, Tenofovir Succinato 245 Mg - Tableta",tableta,2024,Diciembre 25,336.0,336
010.000.4269.01,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Enfuvirtida 108 Mg,caja,2024,Diciembre 25,0.0,0
010.000.6074.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Etravirina 200 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5282.01,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Lamivudina 150 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4268.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,"Lamivudina 150 Mg, Zidovudina 300 Mg",tableta,2024,Diciembre 25,1.0,1
010.000.4271.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Lamivudina Solucion,suspension,2024,Diciembre 25,2.0,2
010.000.5286.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,"Lopinavir 100 Mg, Ritonavir 25 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.5288.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,"Lopinavir 200 Mg, Ritonavir 50 Mg",capsulas,2024,Diciembre 25,1.0,1
010.000.5276.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,"Lopinavir 8.0 G, Ritonavir 2.0 G - Solucion",ml,2024,Diciembre 25,0.0,0
010.000.5325.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Maraviroc 300 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.5259.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Nevirapina Suspension,suspension,2024,Diciembre 25,1.0,1
010.000.5280.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Raltegravir 400 Mg,comprimidos,2024,Diciembre 25,1.0,1
010.000.5281.01,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Ritonavir 100 Mg (Tabletas),tabletas,2024,Diciembre 25,5.0,5
010.000.4277.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Tenofovir 300 Mg,capsulas,2024,Diciembre 25,3.0,3
010.000.5273.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Zidovudina Solucion,suspension,2024,Diciembre 25,4.0,4
010.000.6121.00,Jalisco,Salvar-Prili (Privados de La Libertad),2024-12-25 00:00:00-06,Zidovudina Solución Inyectable 200 Mg,solución inyectable,2024,Diciembre 25,2.0,2
010.000.4371.00,Jalisco,Almacen  Estatal de Jalisco,2024-12-25 00:00:00-06,"Abacavir 600 Mg, Lamivudina 300 Mg",tableta,2024,Diciembre 25,0.0,0
010.000.4272.00,Jalisco,Almacen  Estatal de Jalisco,2024-12-25 00:00:00-06,Abacavir Solucion,ml,2024,Diciembre 25,0.0,0
010.000.4273.00,Jalisco,Almacen  Estatal de Jalisco,2024-12-25 00:00:00-06,Abacavir Tableta,tableta,2024,Diciembre 25,0.0,0
010.000.6203.00,Jalisco,Almacen  Estatal de Jalisco,2024-12-25 00:00:00-06,"Bictegravir 50 Mg, Emtricitabina 200 Mg, Tenofovir Alafenamida 25 Mg",envase,2024,Diciembre 25,0.0,0
010.000.5862.00,Jalisco,Almacen  Estatal de Jalisco,2024-12-25 00:00:00-06,Darunavir 150 Mg,comprimidos,2024,Diciembre 25,0.0,0
010.000.5860.01,Jalisco,Almacen  Estatal de Jalisco,2024-12-25 00:00:00-06,Darunavir 400 Mg,tableta,2024,Diciembre 25,0.0,0
010.000.4289.01,Jalisco,Almacen  Estatal de Jalisco,2024-12-25 00:00:00-06,Darunavir 600 Mg,tableta,2024,Diciembre 25,0.0,0
